Date,Close,High,Low,Open,Volume,RSI,MA_20,MA_50,MA_100,MACD,MACD_hist,MACD_signal
2018-06-12,5270.9150390625,5270.9150390625,5270.9150390625,5270.9150390625,0,52.33764077374034,5203.606640625,5201.90015625,5466.583530273438,53.732229211603226,5.84493556463913,47.887293646964096
2018-06-13,5270.9150390625,5270.9150390625,5270.9150390625,5270.9150390625,0,52.33764077374034,5223.5147705078125,5198.108125,5458.051474609375,48.71310039295804,0.6606453967951538,48.052454996162886
2018-06-14,5270.9150390625,5270.9150390625,5270.9150390625,5270.9150390625,0,52.33764077374033,5248.162915039063,5195.4537109375,5450.0882177734375,44.225599462190075,-3.06148442717825,47.287083889368326
2018-06-15,5270.9150390625,5270.9150390625,5270.9150390625,5270.9150390625,0,52.33764077374034,5269.96708984375,5193.178505859375,5441.556162109375,40.20575571914196,-5.665062536181097,45.87081825532306
2018-06-18,5270.9150390625,5270.9150390625,5270.9150390625,5270.9150390625,0,52.33764077374033,5294.615234375,5189.765673828125,5433.024106445312,36.59812024274743,-7.4181584100605065,44.016278652807934
2018-06-19,5270.9150390625,5270.9150390625,5270.9150390625,5270.9150390625,0,52.33764077374033,5309.7833251953125,5185.215244140625,5426.577666015625,33.35455261602419,-8.52938082942699,41.883933445451184
2018-06-20,5260.70751953125,5457.0025762301775,5201.819002521572,5417.743564890392,20191400,51.4869029698191,5314.961010742188,5180.839853515625,5420.408349609375,29.618912004377307,-9.812017152859099,39.430929157236406
2018-06-21,5123.30029296875,5378.483832465278,5084.041286892361,5378.483832465278,7803300,41.66808572988404,5306.632299804687,5175.23314453125,5413.244165039063,15.39333035204072,-19.230079044156554,34.623409396197275
2018-06-22,5142.9306640625,5241.078195819418,5084.0421450083495,5103.671651359733,8909500,43.330783203993086,5297.3890625,5170.777431640625,5405.707475585938,5.638464582310007,-23.187955851109816,28.826420433419823
2018-06-25,5201.8193359375,5260.707856721698,5103.67180129717,5221.448842865566,5831500,48.1092128924644,5289.1942138671875,5167.878701171875,5398.570078125,2.629179304516583,-20.957792903122595,23.586972207639178
2018-06-26,5201.8193359375,5280.337363649764,5142.930815153301,5201.8193359375,9372700,48.109212892464384,5280.999365234375,5164.22158203125,5392.570283203125,0.24151500647894864,-18.676365760928185,18.917880767407134
2018-06-27,5142.9306640625,5201.8191831166505,5142.9306640625,5182.189676765267,4276300,43.82357782107439,5271.756127929688,5160.145078125,5383.895991210938,-6.329586288353312,-20.197973644608357,13.868387356255045
2018-06-28,4985.89453125,5162.56008550689,4985.89453125,5103.671567421259,8162800,34.89630355715438,5252.7650390625,5151.4110546875,5374.220141601562,-23.93285189996368,-30.24099140497498,6.3081395050113
2018-06-29,5221.4482421875,5260.707251527256,5025.153195488722,5044.7827001586,7575500,51.01553853428169,5245.5516357421875,5148.146513671875,5367.658232421875,-18.66123574424637,-19.975500199406135,1.3142644551597669
2018-07-02,5123.30029296875,5221.447808159723,5103.670789930556,5221.447808159723,3110700,45.914436614512915,5235.326879882812,5144.435830078125,5359.925239257813,-22.14785452580145,-18.769695184768974,-3.378159341032476
